,total_load,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos,is_weekend,is_holiday_MA,lag_1h,lag_24h,lag_168h
2005-01-08 16:00:00,153.4,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,0,93.5,85.2,146.2
2005-01-08 17:00:00,156.9,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,0,153.4,131.2,147.0
2005-01-08 18:00:00,159.5,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,0,156.9,135.0,114.4
2005-01-08 19:00:00,159.3,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,0,159.5,129.6,122.4
2005-01-08 20:00:00,165.9,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,0,159.3,148.2,139.4
2005-01-08 21:00:00,108.2,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,0,165.9,145.1,134.7
2005-01-08 22:00:00,106.0,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,0,108.2,139.3,119.2
2005-01-08 23:00:00,101.7,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,0,106.0,131.6,114.5
2005-01-09 00:00:00,127.1,0.0,1.0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,101.7,121.4,107.9
2005-01-09 01:00:00,91.8,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,127.1,111.9,88.6
2005-01-09 02:00:00,90.6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,91.8,106.0,99.6
2005-01-09 03:00:00,92.7,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,90.6,91.1,99.2
2005-01-09 04:00:00,95.5,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,92.7,89.6,101.2
2005-01-09 05:00:00,100.4,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,95.5,100.4,103.9
2005-01-09 06:00:00,106.4,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,100.4,94.4,76.2
2005-01-09 07:00:00,116.5,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,106.4,100.7,116.9
2005-01-09 08:00:00,133.5,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,116.5,109.3,87.9
2005-01-09 09:00:00,149.3,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,133.5,120.1,142.2
2005-01-09 10:00:00,147.2,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,149.3,137.1,137.1
2005-01-09 11:00:00,132.6,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,147.2,116.7,117.5
2005-01-09 12:00:00,127.1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,132.6,107.6,121.0
2005-01-09 13:00:00,110.5,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,127.1,143.0,101.2
2005-01-09 14:00:00,127.0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,110.5,145.2,135.4
2005-01-09 15:00:00,105.3,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,127.0,93.5,141.0
2005-01-09 16:00:00,104.4,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,105.3,153.4,144.1
2005-01-09 17:00:00,111.9,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,104.4,156.9,95.5
2005-01-09 18:00:00,124.6,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,111.9,159.5,112.4
2005-01-09 19:00:00,130.0,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,124.6,159.3,134.1
2005-01-09 20:00:00,137.0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,130.0,165.9,122.5
2005-01-09 21:00:00,134.0,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,137.0,108.2,136.6
2005-01-09 22:00:00,137.8,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,134.0,106.0,118.6
2005-01-09 23:00:00,111.8,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,137.8,101.7,109.1
2005-01-10 00:00:00,119.3,0.0,1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,111.8,127.1,94.7
2005-01-10 01:00:00,113.4,0.25881904510252074,0.9659258262890683,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,119.3,91.8,96.7
2005-01-10 02:00:00,112.8,0.49999999999999994,0.8660254037844387,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,113.4,90.6,79.2
2005-01-10 03:00:00,114.2,0.7071067811865475,0.7071067811865476,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,112.8,92.7,95.0
2005-01-10 04:00:00,117.8,0.8660254037844386,0.5000000000000001,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,114.2,95.5,76.0
2005-01-10 05:00:00,124.0,0.9659258262890683,0.25881904510252074,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,117.8,100.4,77.7
2005-01-10 06:00:00,137.5,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,124.0,106.4,114.3
2005-01-10 07:00:00,163.6,0.9659258262890683,-0.25881904510252063,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,137.5,116.5,130.4
2005-01-10 08:00:00,162.4,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,163.6,133.5,136.4
2005-01-10 09:00:00,147.1,0.7071067811865476,-0.7071067811865475,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,162.4,149.3,131.3
2005-01-10 10:00:00,135.9,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,147.1,147.2,107.4
2005-01-10 11:00:00,127.0,0.258819045102521,-0.9659258262890682,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,135.9,132.6,111.1
2005-01-10 12:00:00,119.3,1.2246467991473532e-16,-1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,127.0,127.1,117.9
2005-01-10 13:00:00,106.9,-0.2588190451025208,-0.9659258262890683,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,119.3,110.5,123.6
2005-01-10 14:00:00,98.1,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,106.9,127.0,128.9
2005-01-10 15:00:00,91.9,-0.7071067811865471,-0.7071067811865479,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,98.1,105.3,89.3
2005-01-10 16:00:00,91.3,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,91.9,104.4,138.9
2005-01-10 17:00:00,97.7,-0.9659258262890683,-0.25881904510252063,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,91.3,111.9,92.3
2005-01-10 18:00:00,120.2,-1.0,-1.8369701987210297e-16,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,97.7,124.6,112.1
2005-01-10 19:00:00,138.7,-0.9659258262890684,0.2588190451025203,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,120.2,130.0,125.7
2005-01-10 20:00:00,141.7,-0.8660254037844386,0.5000000000000001,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,138.7,137.0,157.2
2005-01-10 21:00:00,142.7,-0.7071067811865477,0.7071067811865474,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,141.7,134.0,122.9
2005-01-10 22:00:00,137.9,-0.5000000000000004,0.8660254037844384,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,142.7,137.8,138.0
2005-01-10 23:00:00,126.8,-0.25881904510252157,0.9659258262890681,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,137.9,111.8,105.9
2005-01-11 00:00:00,115.3,0.0,1.0,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,126.8,119.3,93.9
2005-01-11 01:00:00,106.7,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,115.3,113.4,84.9
2005-01-11 02:00:00,104.4,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,106.7,112.8,85.7
2005-01-11 03:00:00,97.5,0.7071067811865475,0.7071067811865476,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,104.4,114.2,82.7
2005-01-11 04:00:00,109.8,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,97.5,117.8,80.1
2005-01-11 05:00:00,118.0,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,109.8,124.0,83.5
2005-01-11 06:00:00,124.4,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,118.0,137.5,93.3
2005-01-11 07:00:00,162.5,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,124.4,163.6,111.8
2005-01-11 08:00:00,138.8,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,162.5,162.4,114.6
2005-01-11 09:00:00,147.3,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,138.8,147.1,105.7
2005-01-11 10:00:00,110.1,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,147.3,135.9,98.9
2005-01-11 11:00:00,102.0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,110.1,127.0,122.2
2005-01-11 12:00:00,100.3,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,102.0,119.3,92.4
2005-01-11 13:00:00,100.1,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,100.3,106.9,89.9
2005-01-11 14:00:00,96.0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,100.1,98.1,89.0
2005-01-11 15:00:00,94.8,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,96.0,91.9,87.0
2005-01-11 16:00:00,95.7,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,94.8,91.3,143.1
2005-01-11 17:00:00,102.5,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,95.7,97.7,90.3
2005-01-11 18:00:00,120.0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,102.5,120.2,107.9
2005-01-11 19:00:00,133.0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,120.0,138.7,149.8
2005-01-11 20:00:00,131.8,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,133.0,141.7,119.4
2005-01-11 21:00:00,127.4,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,131.8,142.7,114.5
2005-01-11 22:00:00,119.2,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,127.4,137.9,107.8
2005-01-11 23:00:00,123.0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,119.2,126.8,125.5
2005-01-12 00:00:00,95.0,0.0,1.0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,123.0,115.3,109.3
2005-01-12 01:00:00,102.9,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,95.0,106.7,98.1
2005-01-12 02:00:00,100.7,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,102.9,104.4,71.4
2005-01-12 03:00:00,82.0,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,100.7,97.5,69.8
2005-01-12 04:00:00,82.7,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,82.0,109.8,87.8
2005-01-12 05:00:00,87.4,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,82.7,118.0,89.4
2005-01-12 06:00:00,100.2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,87.4,124.4,86.1
2005-01-12 07:00:00,122.0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,100.2,162.5,117.0
2005-01-12 08:00:00,120.5,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,122.0,138.8,120.6
2005-01-12 09:00:00,127.3,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,120.5,147.3,101.1
2005-01-12 10:00:00,106.1,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,127.3,110.1,124.0
2005-01-12 11:00:00,99.1,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,106.1,102.0,90.8
2005-01-12 12:00:00,92.8,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,99.1,100.3,139.6
2005-01-12 13:00:00,88.4,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,92.8,100.1,148.1
2005-01-12 14:00:00,86.0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,88.4,96.0,155.0
2005-01-12 15:00:00,95.6,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,86.0,94.8,159.5
2005-01-12 16:00:00,96.7,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,95.6,95.7,160.5
2005-01-12 17:00:00,90.2,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,96.7,102.5,158.3
2005-01-12 18:00:00,106.5,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,90.2,120.0,108.1
2005-01-12 19:00:00,118.6,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,106.5,133.0,160.6
2005-01-12 20:00:00,116.6,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,118.6,131.8,167.0
2005-01-12 21:00:00,112.0,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,116.6,127.4,160.2
2005-01-12 22:00:00,134.6,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,112.0,119.2,148.6
2005-01-12 23:00:00,93.7,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,134.6,123.0,131.7
2005-01-13 00:00:00,115.6,0.0,1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,93.7,95.0,115.4
2005-01-13 01:00:00,72.9,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,115.6,102.9,103.9
2005-01-13 02:00:00,109.1,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,72.9,100.7,74.8
2005-01-13 03:00:00,112.3,0.7071067811865475,0.7071067811865476,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,109.1,82.0,73.7
2005-01-13 04:00:00,115.6,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,112.3,82.7,74.3
2005-01-13 05:00:00,123.5,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,115.6,87.4,78.2
2005-01-13 06:00:00,141.9,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,123.5,100.2,102.0
2005-01-13 07:00:00,166.6,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,141.9,122.0,121.9
2005-01-13 08:00:00,156.1,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,166.6,120.5,112.9
2005-01-13 09:00:00,133.0,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,156.1,127.3,127.3
2005-01-13 10:00:00,116.1,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,133.0,106.1,97.0
2005-01-13 11:00:00,106.4,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,116.1,99.1,92.5
2005-01-13 12:00:00,100.5,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,106.4,92.8,89.9
2005-01-13 13:00:00,95.7,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,100.5,88.4,87.0
2005-01-13 14:00:00,94.0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,95.7,86.0,85.7
2005-01-13 15:00:00,94.3,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,94.0,95.6,84.1
2005-01-13 16:00:00,94.1,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,94.3,96.7,84.7
2005-01-13 17:00:00,99.9,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,94.1,90.2,90.2
2005-01-13 18:00:00,104.4,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,99.9,106.5,161.3
2005-01-13 19:00:00,116.9,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,104.4,118.6,165.0
2005-01-13 20:00:00,115.0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,116.9,116.6,117.8
2005-01-13 21:00:00,111.9,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,115.0,112.0,113.9
2005-01-13 22:00:00,104.6,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,111.9,134.6,106.8
2005-01-13 23:00:00,120.6,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,104.6,93.7,140.0
2005-01-14 00:00:00,81.0,0.0,1.0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,120.6,115.6,81.8
2005-01-14 01:00:00,71.9,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,81.0,72.9,72.8
2005-01-14 02:00:00,67.8,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,71.9,109.1,68.8
2005-01-14 03:00:00,99.6,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,67.8,112.3,67.1
2005-01-14 04:00:00,64.8,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,99.6,115.6,96.2
2005-01-14 05:00:00,66.7,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,64.8,123.5,97.5
2005-01-14 06:00:00,125.6,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,66.7,141.9,104.1
2005-01-14 07:00:00,94.8,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,125.6,166.6,123.2
2005-01-14 08:00:00,141.0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,94.8,156.1,128.9
2005-01-14 09:00:00,92.8,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,141.0,133.0,125.5
2005-01-14 10:00:00,91.8,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,92.8,116.1,98.1
2005-01-14 11:00:00,93.5,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,91.8,106.4,94.1
2005-01-14 12:00:00,98.6,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,93.5,100.5,90.6
2005-01-14 13:00:00,95.8,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,98.6,95.7,87.1
2005-01-14 14:00:00,103.5,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,95.8,94.0,128.6
2005-01-14 15:00:00,94.2,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,103.5,94.3,83.5
