,total_load
2011-01-07 23:00:00,446.4383776470332
2011-01-08 00:00:00,345.61320649754157
2011-01-08 01:00:00,290.1399366853725
2011-01-08 02:00:00,277.3001224288034
2011-01-08 03:00:00,274.21673702767833
2011-01-08 04:00:00,276.13408924299983
2011-01-08 05:00:00,305.09105569607067
2011-01-08 06:00:00,388.19608509387587
2011-01-08 07:00:00,443.98453101036
2011-01-08 08:00:00,476.4094646122779
2011-01-08 09:00:00,556.1325436461717
2011-01-08 10:00:00,573.3167408069221
2011-01-08 11:00:00,574.5309122508037
2011-01-08 12:00:00,571.662024002999
2011-01-08 13:00:00,572.4677815933916
2011-01-08 14:00:00,564.3475345133547
2011-01-08 15:00:00,568.4806202016221
2011-01-08 16:00:00,578.0474987174163
2011-01-08 17:00:00,581.0791849343211
2011-01-08 18:00:00,600.8250855012018
2011-01-08 19:00:00,598.4224447365082
2011-01-08 20:00:00,575.9504425885707
2011-01-08 21:00:00,557.3708550277122
2011-01-08 22:00:00,510.8622491601942
2011-01-08 23:00:00,434.6575081654736
2011-01-09 00:00:00,340.5927147964234
2011-01-09 01:00:00,278.77305380662114
2011-01-09 02:00:00,261.0348854828461
2011-01-09 03:00:00,257.45863016292236
2011-01-09 04:00:00,259.85274905675675
2011-01-09 05:00:00,293.18302758047446
2011-01-09 06:00:00,372.44015775284
2011-01-09 07:00:00,440.58815807657516
2011-01-09 08:00:00,470.6722784204527
2011-01-09 09:00:00,555.510953908947
2011-01-09 10:00:00,562.1074468774904
2011-01-09 11:00:00,568.1527275745717
2011-01-09 12:00:00,553.2415067998618
2011-01-09 13:00:00,545.4710458928873
2011-01-09 14:00:00,543.9848327708494
2011-01-09 15:00:00,547.2762237748442
2011-01-09 16:00:00,551.855942447276
2011-01-09 17:00:00,554.5973335442238
2011-01-09 18:00:00,575.0097589992508
2011-01-09 19:00:00,565.2301626212412
2011-01-09 20:00:00,550.0306920148663
2011-01-09 21:00:00,533.3012380645772
2011-01-09 22:00:00,478.0700993421208
2011-01-09 23:00:00,368.75655355078277
2011-01-10 00:00:00,309.5646633104427
2011-01-10 01:00:00,279.5326905334862
2011-01-10 02:00:00,269.74114749727863
2011-01-10 03:00:00,263.3446042539612
2011-01-10 04:00:00,259.26817488143223
2011-01-10 05:00:00,288.4758088461375
2011-01-10 06:00:00,363.1111092284661
2011-01-10 07:00:00,425.4174101784568
2011-01-10 08:00:00,473.7196591988675
2011-01-10 09:00:00,546.7068892595679
2011-01-10 10:00:00,559.0204785498261
2011-01-10 11:00:00,558.3424937896924
2011-01-10 12:00:00,560.0872800875067
2011-01-10 13:00:00,566.1465455936612
2011-01-10 14:00:00,565.3199848393874
2011-01-10 15:00:00,567.6062302929787
2011-01-10 16:00:00,569.5053436178989
2011-01-10 17:00:00,585.1674032039505
2011-01-10 18:00:00,604.540394878875
2011-01-10 19:00:00,588.9456947183742
2011-01-10 20:00:00,579.1443402689649
2011-01-10 21:00:00,560.4635609475292
2011-01-10 22:00:00,513.3156363559106
2011-01-10 23:00:00,423.9525612593376
2011-01-11 00:00:00,333.9774320948135
2011-01-11 01:00:00,292.8062584290444
2011-01-11 02:00:00,285.5977427244995
2011-01-11 03:00:00,279.6148554261763
2011-01-11 04:00:00,285.21094262687507
2011-01-11 05:00:00,309.0427373936775
2011-01-11 06:00:00,390.06733101388835
2011-01-11 07:00:00,451.13451839198973
2011-01-11 08:00:00,482.723351048878
2011-01-11 09:00:00,552.9453804597829
2011-01-11 10:00:00,561.6854128084474
2011-01-11 11:00:00,563.0369975460429
2011-01-11 12:00:00,561.5063600485433
2011-01-11 13:00:00,566.9319112683904
2011-01-11 14:00:00,557.3527640230207
2011-01-11 15:00:00,566.901867670361
2011-01-11 16:00:00,577.1543213521583
2011-01-11 17:00:00,577.3596998650518
2011-01-11 18:00:00,591.4607210871566
2011-01-11 19:00:00,584.5224567688769
2011-01-11 20:00:00,572.7098888380507
2011-01-11 21:00:00,558.0428698338245
2011-01-11 22:00:00,507.944352140781
2011-01-11 23:00:00,419.43584465706033
2011-01-12 00:00:00,321.3809949531472
2011-01-12 01:00:00,280.59183896667116
2011-01-12 02:00:00,272.6421013153281
2011-01-12 03:00:00,270.00946159700806
2011-01-12 04:00:00,273.33051931767613
2011-01-12 05:00:00,302.7670861367103
2011-01-12 06:00:00,381.79188088457516
2011-01-12 07:00:00,439.75440651516874
2011-01-12 08:00:00,484.5468551827871
2011-01-12 09:00:00,545.9783268704198
2011-01-12 10:00:00,551.6913474655663
2011-01-12 11:00:00,554.0051530180637
2011-01-12 12:00:00,553.5261443849362
2011-01-12 13:00:00,560.7585001229974
2011-01-12 14:00:00,557.4733274712172
2011-01-12 15:00:00,556.4923569308365
2011-01-12 16:00:00,562.4024996601748
2011-01-12 17:00:00,572.8921195007969
2011-01-12 18:00:00,590.9236537002205
2011-01-12 19:00:00,588.0929711195314
2011-01-12 20:00:00,568.6800972569424
2011-01-12 21:00:00,549.6971477390321
2011-01-12 22:00:00,505.14165270290533
2011-01-12 23:00:00,417.2884526201159
2011-01-13 00:00:00,322.4104398495406
2011-01-13 01:00:00,284.1081146915662
2011-01-13 02:00:00,272.6274231409097
2011-01-13 03:00:00,267.63100941398994
2011-01-13 04:00:00,265.66234496672007
2011-01-13 05:00:00,294.2677299460707
2011-01-13 06:00:00,369.2041675869735
2011-01-13 07:00:00,435.96770178743793
2011-01-13 08:00:00,482.9486598512673
2011-01-13 09:00:00,540.696554304046
2011-01-13 10:00:00,546.8653560582698
2011-01-13 11:00:00,545.575686650651
2011-01-13 12:00:00,548.9870357370474
2011-01-13 13:00:00,545.5562331560668
2011-01-13 14:00:00,546.9865757245568
2011-01-13 15:00:00,547.2346903851177
2011-01-13 16:00:00,552.2223300398647
2011-01-13 17:00:00,557.2529050581885
2011-01-13 18:00:00,583.3334745862439
2011-01-13 19:00:00,581.685836809634
2011-01-13 20:00:00,560.3679636566437
2011-01-13 21:00:00,545.0971798017503
2011-01-13 22:00:00,500.55826128536654
2011-01-13 23:00:00,412.0483984631613
2011-01-14 00:00:00,315.3859814985143
2011-01-14 01:00:00,273.7027767866952
2011-01-14 02:00:00,266.0073098394816
2011-01-14 03:00:00,262.6333262873857
2011-01-14 04:00:00,265.45632448950096
2011-01-14 05:00:00,293.44807638522303
2011-01-14 06:00:00,372.62895554475773
2011-01-14 07:00:00,439.49086417982437
2011-01-14 08:00:00,492.43240737494926
2011-01-14 09:00:00,540.5311166699403
2011-01-14 10:00:00,550.1722520461109
2011-01-14 11:00:00,545.3983721120392
2011-01-14 12:00:00,551.3776896118706
2011-01-14 13:00:00,550.1961366287469
2011-01-14 14:00:00,552.2482944587814
2011-01-14 15:00:00,556.183838994962
2011-01-14 16:00:00,561.2138393115507
2011-01-14 17:00:00,572.8267772200314
2011-01-14 18:00:00,593.3043736105136
2011-01-14 19:00:00,583.0646395863324
2011-01-14 20:00:00,572.1870907922337
2011-01-14 21:00:00,555.045870360238
2011-01-14 22:00:00,506.37142280503303
2011-01-14 23:00:00,433.24795938221337
2011-01-15 00:00:00,334.37841615197647
2011-01-15 01:00:00,284.2713798830788
2011-01-15 02:00:00,272.2321187241923
2011-01-15 03:00:00,264.0030964331039
2011-01-15 04:00:00,258.265476036246
2011-01-15 05:00:00,296.84577360396617
2011-01-15 06:00:00,380.15116378071474
2011-01-15 07:00:00,434.534082575925
2011-01-15 08:00:00,475.0998599658853
2011-01-15 09:00:00,545.0783977104118
2011-01-15 10:00:00,564.8826445297717
2011-01-15 11:00:00,570.0507111698611
2011-01-15 12:00:00,575.608591731483
2011-01-15 13:00:00,559.6364803637152
2011-01-15 14:00:00,555.1659209270038
2011-01-15 15:00:00,556.6732679832185
2011-01-15 16:00:00,564.1396776612704
2011-01-15 17:00:00,563.2910853404857
2011-01-15 18:00:00,592.2854526367029
2011-01-15 19:00:00,590.9152166520248
2011-01-15 20:00:00,571.587131949693
2011-01-15 21:00:00,553.7752278063034
2011-01-15 22:00:00,507.45733246272187
2011-01-15 23:00:00,429.66342868389796
2011-01-16 00:00:00,335.14823059113724
2011-01-16 01:00:00,274.81810627104863
2011-01-16 02:00:00,262.6896818485989
2011-01-16 03:00:00,259.90736055030794
2011-01-16 04:00:00,261.7472202164857
2011-01-16 05:00:00,293.0770628980304
2011-01-16 06:00:00,368.69583188720975
2011-01-16 07:00:00,441.6195502988435
2011-01-16 08:00:00,475.72184617535316
2011-01-16 09:00:00,542.7158639852279
2011-01-16 10:00:00,565.6336419522256
2011-01-16 11:00:00,567.9842688699975
2011-01-16 12:00:00,560.1388318097906
2011-01-16 13:00:00,549.9025738377509
2011-01-16 14:00:00,547.7218240315868
2011-01-16 15:00:00,546.4713787684873
2011-01-16 16:00:00,559.0503668955699
2011-01-16 17:00:00,562.6418801260895
2011-01-16 18:00:00,582.9737166855729
2011-01-16 19:00:00,570.3901707367675
2011-01-16 20:00:00,556.7071145310688
2011-01-16 21:00:00,539.8179939776822
2011-01-16 22:00:00,489.4132984708615
2011-01-16 23:00:00,373.81953238967776
2011-01-17 00:00:00,307.088605327512
2011-01-17 01:00:00,275.7123561664493
2011-01-17 02:00:00,266.74493495282906
2011-01-17 03:00:00,267.1275714937557
2011-01-17 04:00:00,268.80203560884763
2011-01-17 05:00:00,292.6174795788586
2011-01-17 06:00:00,383.63464242326927
2011-01-17 07:00:00,437.3568373022636
2011-01-17 08:00:00,482.1294952134188
2011-01-17 09:00:00,534.742913772377
2011-01-17 10:00:00,542.3441484532469
2011-01-17 11:00:00,548.2922713103742
2011-01-17 12:00:00,553.7665705414147
2011-01-17 13:00:00,560.2559228037079
2011-01-17 14:00:00,561.6845441119721
2011-01-17 15:00:00,560.9232327597815
2011-01-17 16:00:00,566.4996902667111
2011-01-17 17:00:00,575.6878913238356
2011-01-17 18:00:00,591.9866713563767
2011-01-17 19:00:00,593.4758212426872
2011-01-17 20:00:00,576.7034319184758
2011-01-17 21:00:00,557.8043929773187
2011-01-17 22:00:00,515.2322715522953
2011-01-17 23:00:00,442.0802736015973
2011-01-18 00:00:00,355.4648753739637
2011-01-18 01:00:00,304.17511019653824
2011-01-18 02:00:00,286.1548316251916
2011-01-18 03:00:00,275.70203949088904
2011-01-18 04:00:00,276.9858331396661
2011-01-18 05:00:00,301.5097382224463
2011-01-18 06:00:00,384.0455262509659
2011-01-18 07:00:00,444.23215667980986
2011-01-18 08:00:00,486.2049665188726
2011-01-18 09:00:00,546.1198923570873
2011-01-18 10:00:00,545.3585484972056
2011-01-18 11:00:00,549.1415053469523
2011-01-18 12:00:00,549.4388152053862
2011-01-18 13:00:00,553.3412805859929
2011-01-18 14:00:00,553.4666318712493
2011-01-18 15:00:00,556.1901766130408
2011-01-18 16:00:00,557.3124970976498
2011-01-18 17:00:00,568.742348433539
2011-01-18 18:00:00,590.7974912035219
2011-01-18 19:00:00,587.2067472188656
2011-01-18 20:00:00,569.6141610091764
2011-01-18 21:00:00,551.2303124752689
2011-01-18 22:00:00,505.0202014977452
2011-01-18 23:00:00,419.06848705934726
2011-01-19 00:00:00,327.0364089828651
2011-01-19 01:00:00,282.1965941667678
2011-01-19 02:00:00,268.1451835119508
2011-01-19 03:00:00,264.27592631510913
2011-01-19 04:00:00,261.7720147913239
2011-01-19 05:00:00,289.73187701412115
2011-01-19 06:00:00,380.345138297226
2011-01-19 07:00:00,437.2669062778855
2011-01-19 08:00:00,484.5291125108392
2011-01-19 09:00:00,538.8889833176779
2011-01-19 10:00:00,539.9419309045157
2011-01-19 11:00:00,548.1221386099861
2011-01-19 12:00:00,546.1631831528396
2011-01-19 13:00:00,546.8694286169189
2011-01-19 14:00:00,541.3294072719824
2011-01-19 15:00:00,546.8367622576511
2011-01-19 16:00:00,559.3444218825985
2011-01-19 17:00:00,559.2047382281509
2011-01-19 18:00:00,590.1559919883157
2011-01-19 19:00:00,582.4058926595065
2011-01-19 20:00:00,565.5301459569391
2011-01-19 21:00:00,551.2582444435079
2011-01-19 22:00:00,504.6477240488818
2011-01-19 23:00:00,414.6815021873684
2011-01-20 00:00:00,329.80953249464324
2011-01-20 01:00:00,286.09366975280665
2011-01-20 02:00:00,270.0682401533787
2011-01-20 03:00:00,268.9234405361251
2011-01-20 04:00:00,271.4276742940046
2011-01-20 05:00:00,296.0406063344475
2011-01-20 06:00:00,372.12982544274325
2011-01-20 07:00:00,438.988135975472
2011-01-20 08:00:00,485.0784086616753
2011-01-20 09:00:00,540.4191661490596
2011-01-20 10:00:00,541.6845347654908
2011-01-20 11:00:00,543.2054847833506
2011-01-20 12:00:00,540.6158488536441
2011-01-20 13:00:00,544.964458960251
2011-01-20 14:00:00,546.5739060354954
2011-01-20 15:00:00,547.2675770869084
2011-01-20 16:00:00,556.3006357709654
2011-01-20 17:00:00,558.7767658937705
2011-01-20 18:00:00,580.89848874179
2011-01-20 19:00:00,581.4255470120513
2011-01-20 20:00:00,564.9237739967979
2011-01-20 21:00:00,543.5376946721526
2011-01-20 22:00:00,495.11216299194973
2011-01-20 23:00:00,402.9692634049164
2011-01-21 00:00:00,311.17534190856236
2011-01-21 01:00:00,267.92591094419475
2011-01-21 02:00:00,253.8220397754218
2011-01-21 03:00:00,250.451846301059
2011-01-21 04:00:00,255.0658458077608
2011-01-21 05:00:00,276.52337281128194
2011-01-21 06:00:00,357.45728577047925
2011-01-21 07:00:00,420.9113280748726
2011-01-21 08:00:00,469.3507719108261
2011-01-21 09:00:00,528.4772626400953
2011-01-21 10:00:00,531.7231846885669
2011-01-21 11:00:00,536.3356539767117
2011-01-21 12:00:00,539.7028601291844
2011-01-21 13:00:00,531.3569618914975
2011-01-21 14:00:00,530.6236957702132
2011-01-21 15:00:00,536.5629403634924
2011-01-21 16:00:00,545.7898008637251
2011-01-21 17:00:00,556.7169849169816
2011-01-21 18:00:00,583.6203183898119
2011-01-21 19:00:00,577.056775833255
2011-01-21 20:00:00,557.4928221573192
2011-01-21 21:00:00,530.6882417863577
2011-01-21 22:00:00,483.034225385412
2011-01-21 23:00:00,408.0071994456268
2011-01-22 00:00:00,311.66880830925726
2011-01-22 01:00:00,252.16158875509967
2011-01-22 02:00:00,237.67790315424983
2011-01-22 03:00:00,233.355157189339
2011-01-22 04:00:00,232.27978917142562
2011-01-22 05:00:00,263.3459327609516
2011-01-22 06:00:00,350.93337806790714
2011-01-22 07:00:00,404.68471061850965
2011-01-22 08:00:00,443.90819079781295
2011-01-22 09:00:00,516.920431979362
2011-01-22 10:00:00,537.8840430890566
2011-01-22 11:00:00,546.5898817620906
2011-01-22 12:00:00,553.9556794557425
2011-01-22 13:00:00,547.765260984007
2011-01-22 14:00:00,540.7655543679937
2011-01-22 15:00:00,536.5058102064356
2011-01-22 16:00:00,551.4358973051152
2011-01-22 17:00:00,556.6406016337986
2011-01-22 18:00:00,580.4581199197372
2011-01-22 19:00:00,578.4125673850809
2011-01-22 20:00:00,549.4313473705207
2011-01-22 21:00:00,531.4556237056908
2011-01-22 22:00:00,475.35360643577997
2011-01-22 23:00:00,397.48386452801446
2011-01-23 00:00:00,304.67490736268996
2011-01-23 01:00:00,251.57705281598058
2011-01-23 02:00:00,238.37968771040286
2011-01-23 03:00:00,235.62640307139574
2011-01-23 04:00:00,238.82083559713294
2011-01-23 05:00:00,271.18674621131714
2011-01-23 06:00:00,348.35090595798124
2011-01-23 07:00:00,416.0488203037298
2011-01-23 08:00:00,457.13829951010194
2011-01-23 09:00:00,527.2988022086162
2011-01-23 10:00:00,550.0039424430003
2011-01-23 11:00:00,559.3707184812142
2011-01-23 12:00:00,552.3248705773234
2011-01-23 13:00:00,546.3305531248687
2011-01-23 14:00:00,534.8237761504953
2011-01-23 15:00:00,545.0885755517031
2011-01-23 16:00:00,549.8360841968613
2011-01-23 17:00:00,543.6847212973086
2011-01-23 18:00:00,570.0434510019068
2011-01-23 19:00:00,553.98993894894
2011-01-23 20:00:00,534.8527021151541
2011-01-23 21:00:00,515.6160679434361
2011-01-23 22:00:00,455.4702827230764
2011-01-23 23:00:00,347.3829014881052
2011-01-24 00:00:00,283.8549906021155
2011-01-24 01:00:00,252.57934303389632
2011-01-24 02:00:00,242.24536740226048
2011-01-24 03:00:00,242.42796001722365
2011-01-24 04:00:00,242.23630125849283
2011-01-24 05:00:00,270.04864134134596
2011-01-24 06:00:00,350.8650768576234
2011-01-24 07:00:00,398.69421123157724
2011-01-24 08:00:00,457.07602760315046
2011-01-24 09:00:00,528.0108924718904
2011-01-24 10:00:00,535.8786551477039
2011-01-24 11:00:00,537.6060992395032
2011-01-24 12:00:00,542.7184505311142
2011-01-24 13:00:00,550.2558067729487
2011-01-24 14:00:00,548.1860875428987
2011-01-24 15:00:00,547.9612155920698
2011-01-24 16:00:00,557.3553740153362
2011-01-24 17:00:00,562.0601318804398
2011-01-24 18:00:00,592.8315105577717
2011-01-24 19:00:00,571.8185675957455
2011-01-24 20:00:00,556.9004784312363
2011-01-24 21:00:00,534.0008970929971
2011-01-24 22:00:00,478.1378704328518
2011-01-24 23:00:00,393.53085738604494
2011-01-25 00:00:00,308.1090147433835
2011-01-25 01:00:00,273.7812070916671
2011-01-25 02:00:00,262.8498660926685
2011-01-25 03:00:00,256.96852665051176
2011-01-25 04:00:00,260.94023972920314
2011-01-25 05:00:00,282.65476207811764
2011-01-25 06:00:00,356.82764025828266
2011-01-25 07:00:00,413.67261091622174
2011-01-25 08:00:00,463.44535975716894
2011-01-25 09:00:00,538.5576702100636
2011-01-25 10:00:00,543.4539387526894
2011-01-25 11:00:00,547.6446622818256
2011-01-25 12:00:00,549.9181030389885
2011-01-25 13:00:00,555.7061539572519
2011-01-25 14:00:00,546.7166613706896
2011-01-25 15:00:00,555.6193832789365
2011-01-25 16:00:00,560.6843301974524
2011-01-25 17:00:00,564.6840754600098
2011-01-25 18:00:00,590.9044862160075
2011-01-25 19:00:00,579.3037799826383
2011-01-25 20:00:00,559.5393909671841
2011-01-25 21:00:00,537.6471948797562
2011-01-25 22:00:00,481.87776131660434
2011-01-25 23:00:00,389.5751048578685
2011-01-26 00:00:00,308.45452043580383
2011-01-26 01:00:00,255.38746237679115
2011-01-26 02:00:00,242.83562218137428
2011-01-26 03:00:00,238.7905651753265
2011-01-26 04:00:00,244.8664911673208
2011-01-26 05:00:00,276.44537831774005
2011-01-26 06:00:00,347.95573071688995
2011-01-26 07:00:00,404.73764269632267
2011-01-26 08:00:00,463.5454792032454
2011-01-26 09:00:00,542.798432352751
2011-01-26 10:00:00,546.9051402331582
2011-01-26 11:00:00,546.3239193025512
2011-01-26 12:00:00,546.2077291978202
2011-01-26 13:00:00,542.7200766060258
2011-01-26 14:00:00,535.4489406579291
2011-01-26 15:00:00,542.2265782453163
2011-01-26 16:00:00,546.1169393833119
2011-01-26 17:00:00,560.4365161767442
2011-01-26 18:00:00,589.9984581670201
2011-01-26 19:00:00,584.7638198644164
2011-01-26 20:00:00,559.313086942998
2011-01-26 21:00:00,535.5803847587658
2011-01-26 22:00:00,478.5863497433641
2011-01-26 23:00:00,396.0657788109505
2011-01-27 00:00:00,295.62964078719847
2011-01-27 01:00:00,261.8869766462434
2011-01-27 02:00:00,252.75520948981966
2011-01-27 03:00:00,248.51364346367046
2011-01-27 04:00:00,248.21611549830394
2011-01-27 05:00:00,279.36411166488784
2011-01-27 06:00:00,353.18137568818827
2011-01-27 07:00:00,415.1565368076729
2011-01-27 08:00:00,465.6818071011503
2011-01-27 09:00:00,539.0233255655432
2011-01-27 10:00:00,540.3184314346813
2011-01-27 11:00:00,542.3690935861249
2011-01-27 12:00:00,555.8187944038705
2011-01-27 13:00:00,555.3163426421049
2011-01-27 14:00:00,559.1115305054537
2011-01-27 15:00:00,559.0219925197483
2011-01-27 16:00:00,566.2443961825
2011-01-27 17:00:00,575.1433563127965
2011-01-27 18:00:00,593.2190001544033
2011-01-27 19:00:00,593.7053423159106
2011-01-27 20:00:00,565.5860497156733
2011-01-27 21:00:00,544.0696480891539
2011-01-27 22:00:00,491.57988473976826
2011-01-27 23:00:00,395.30110621030974
2011-01-28 00:00:00,298.8909344214129
2011-01-28 01:00:00,263.1479131560053
2011-01-28 02:00:00,254.24444605636208
2011-01-28 03:00:00,252.10474058464433
2011-01-28 04:00:00,251.1466010581878
2011-01-28 05:00:00,279.8856971382898
2011-01-28 06:00:00,355.61774331031256
2011-01-28 07:00:00,424.61639470440133
2011-01-28 08:00:00,479.17531376438455
2011-01-28 09:00:00,553.7246864313947
2011-01-28 10:00:00,561.5813278928683
2011-01-28 11:00:00,548.6147359052223
2011-01-28 12:00:00,559.885859150635
2011-01-28 13:00:00,555.298822056704
2011-01-28 14:00:00,554.3461719287618
2011-01-28 15:00:00,555.699065428297
2011-01-28 16:00:00,564.9285079171408
2011-01-28 17:00:00,570.571754309047
2011-01-28 18:00:00,588.6081084163887
2011-01-28 19:00:00,594.9212492130948
