timestamp,total_load,is_extreme_90,threshold_90,threshold_95
2010-01-03 11:00:00,123.3,0,237.6,258.8
2010-01-03 12:00:00,255.4,1,237.6,258.8
2010-01-03 13:00:00,120.8,0,237.6,258.8
2010-01-03 14:00:00,121.1,0,237.6,258.8
2010-01-03 15:00:00,120.3,0,237.6,258.8
2010-01-03 16:00:00,222.9,0,237.6,258.8
2010-01-03 17:00:00,119.3,0,237.6,258.8
2010-01-03 18:00:00,260.0,1,237.6,258.8
2010-01-03 19:00:00,270.4,1,237.6,258.8
2010-01-03 20:00:00,273.5,1,237.6,258.8
2010-01-03 21:00:00,132.5,0,237.6,258.8
2010-01-03 22:00:00,263.0,1,237.6,258.8
2010-01-03 23:00:00,111.9,0,237.6,258.8
2010-01-04 00:00:00,240.8,1,237.6,258.8
2010-01-04 01:00:00,235.6,0,237.6,258.8
2010-01-04 02:00:00,235.6,0,237.6,258.8
2010-01-04 03:00:00,237.6,1,237.6,258.8
2010-01-04 04:00:00,83.7,0,237.6,258.8
2010-01-04 05:00:00,249.1,1,237.6,258.8
2010-01-04 06:00:00,265.2,1,237.6,258.8
2010-01-04 07:00:00,289.1,1,237.6,258.8
2010-01-04 08:00:00,287.2,1,237.6,258.8
2010-01-04 09:00:00,267.5,1,237.6,258.8
2010-01-04 10:00:00,247.9,1,237.6,258.8
2010-01-04 11:00:00,229.2,0,237.6,258.8
2010-01-04 12:00:00,116.4,0,237.6,258.8
2010-01-04 13:00:00,196.9,0,237.6,258.8
2010-01-04 14:00:00,186.7,0,237.6,258.8
2010-01-04 15:00:00,181.6,0,237.6,258.8
2010-01-04 16:00:00,184.9,0,237.6,258.8
2010-01-04 17:00:00,201.8,0,237.6,258.8
2010-01-04 18:00:00,119.1,0,237.6,258.8
2010-01-04 19:00:00,255.6,1,237.6,258.8
2010-01-04 20:00:00,259.5,1,237.6,258.8
2010-01-04 21:00:00,137.8,0,237.6,258.8
2010-01-04 22:00:00,252.0,1,237.6,258.8
2010-01-04 23:00:00,239.3,1,237.6,258.8
2010-01-05 00:00:00,228.3,0,237.6,258.8
2010-01-05 01:00:00,223.2,0,237.6,258.8
2010-01-05 02:00:00,91.7,0,237.6,258.8
2010-01-05 03:00:00,90.2,0,237.6,258.8
2010-01-05 04:00:00,231.7,0,237.6,258.8
2010-01-05 05:00:00,240.9,1,237.6,258.8
2010-01-05 06:00:00,257.8,1,237.6,258.8
2010-01-05 07:00:00,284.2,1,237.6,258.8
2010-01-05 08:00:00,283.5,1,237.6,258.8
2010-01-05 09:00:00,260.6,1,237.6,258.8
2010-01-05 10:00:00,122.8,0,237.6,258.8
2010-01-05 11:00:00,118.5,0,237.6,258.8
2010-01-05 12:00:00,114.8,0,237.6,258.8
2010-01-05 13:00:00,112.2,0,237.6,258.8
2010-01-05 14:00:00,111.6,0,237.6,258.8
2010-01-05 15:00:00,111.1,0,237.6,258.8
2010-01-05 16:00:00,190.9,0,237.6,258.8
2010-01-05 17:00:00,207.2,0,237.6,258.8
2010-01-05 18:00:00,240.1,1,237.6,258.8
2010-01-05 19:00:00,256.7,1,237.6,258.8
2010-01-05 20:00:00,259.9,1,237.6,258.8
2010-01-05 21:00:00,136.8,0,237.6,258.8
2010-01-05 22:00:00,252.4,1,237.6,258.8
2010-01-05 23:00:00,240.3,1,237.6,258.8
2010-01-06 00:00:00,104.9,0,237.6,258.8
2010-01-06 01:00:00,96.8,0,237.6,258.8
2010-01-06 02:00:00,221.9,0,237.6,258.8
2010-01-06 03:00:00,225.5,0,237.6,258.8
2010-01-06 04:00:00,228.9,0,237.6,258.8
2010-01-06 05:00:00,236.7,0,237.6,258.8
2010-01-06 06:00:00,252.6,1,237.6,258.8
2010-01-06 07:00:00,135.5,0,237.6,258.8
2010-01-06 08:00:00,137.7,0,237.6,258.8
2010-01-06 09:00:00,130.3,0,237.6,258.8
2010-01-06 10:00:00,125.2,0,237.6,258.8
2010-01-06 11:00:00,120.8,0,237.6,258.8
2010-01-06 12:00:00,117.4,0,237.6,258.8
2010-01-06 13:00:00,113.6,0,237.6,258.8
2010-01-06 14:00:00,175.3,0,237.6,258.8
2010-01-06 15:00:00,110.9,0,237.6,258.8
2010-01-06 16:00:00,110.9,0,237.6,258.8
2010-01-06 17:00:00,186.2,0,237.6,258.8
2010-01-06 18:00:00,120.6,0,237.6,258.8
2010-01-06 19:00:00,125.2,0,237.6,258.8
2010-01-06 20:00:00,139.8,0,237.6,258.8
2010-01-06 21:00:00,242.3,1,237.6,258.8
2010-01-06 22:00:00,236.1,0,237.6,258.8
2010-01-06 23:00:00,121.6,0,237.6,258.8
2010-01-07 00:00:00,213.1,0,237.6,258.8
2010-01-07 01:00:00,208.0,0,237.6,258.8
2010-01-07 02:00:00,207.8,0,237.6,258.8
2010-01-07 03:00:00,211.1,0,237.6,258.8
2010-01-07 04:00:00,215.5,0,237.6,258.8
2010-01-07 05:00:00,224.4,0,237.6,258.8
2010-01-07 06:00:00,113.1,0,237.6,258.8
2010-01-07 07:00:00,136.2,0,237.6,258.8
2010-01-07 08:00:00,269.6,1,237.6,258.8
2010-01-07 09:00:00,245.9,1,237.6,258.8
2010-01-07 10:00:00,222.5,0,237.6,258.8
2010-01-07 11:00:00,119.9,0,237.6,258.8
2010-01-07 12:00:00,183.1,0,237.6,258.8
2010-01-07 13:00:00,169.3,0,237.6,258.8
2010-01-07 14:00:00,116.9,0,237.6,258.8
2010-01-07 15:00:00,154.5,0,237.6,258.8
2010-01-07 16:00:00,123.0,0,237.6,258.8
2010-01-07 17:00:00,128.8,0,237.6,258.8
2010-01-07 18:00:00,205.2,0,237.6,258.8
2010-01-07 19:00:00,133.3,0,237.6,258.8
2010-01-07 20:00:00,142.4,0,237.6,258.8
2010-01-07 21:00:00,139.3,0,237.6,258.8
2010-01-07 22:00:00,129.5,0,237.6,258.8
2010-01-07 23:00:00,115.7,0,237.6,258.8
2010-01-08 00:00:00,101.3,0,237.6,258.8
2010-01-08 01:00:00,92.1,0,237.6,258.8
2010-01-08 02:00:00,87.2,0,237.6,258.8
2010-01-08 03:00:00,85.5,0,237.6,258.8
2010-01-08 04:00:00,85.3,0,237.6,258.8
2010-01-08 05:00:00,88.2,0,237.6,258.8
2010-01-08 06:00:00,98.1,0,237.6,258.8
2010-01-08 07:00:00,116.5,0,237.6,258.8
2010-01-08 08:00:00,124.1,0,237.6,258.8
2010-01-08 09:00:00,122.6,0,237.6,258.8
2010-01-08 10:00:00,121.9,0,237.6,258.8
2010-01-08 11:00:00,121.8,0,237.6,258.8
2010-01-08 12:00:00,120.7,0,237.6,258.8
2010-01-08 13:00:00,119.1,0,237.6,258.8
2010-01-08 14:00:00,179.9,0,237.6,258.8
2010-01-08 15:00:00,183.9,0,237.6,258.8
2010-01-08 16:00:00,193.0,0,237.6,258.8
2010-01-08 17:00:00,213.9,0,237.6,258.8
2010-01-08 18:00:00,244.3,1,237.6,258.8
2010-01-08 19:00:00,131.3,0,237.6,258.8
2010-01-08 20:00:00,258.2,1,237.6,258.8
2010-01-08 21:00:00,257.3,1,237.6,258.8
2010-01-08 22:00:00,253.3,1,237.6,258.8
2010-01-08 23:00:00,114.6,0,237.6,258.8
2010-01-09 00:00:00,104.4,0,237.6,258.8
2010-01-09 01:00:00,233.3,0,237.6,258.8
2010-01-09 02:00:00,90.5,0,237.6,258.8
2010-01-09 03:00:00,233.0,0,237.6,258.8
2010-01-09 04:00:00,88.4,0,237.6,258.8
2010-01-09 05:00:00,89.9,0,237.6,258.8
2010-01-09 06:00:00,94.7,0,237.6,258.8
2010-01-09 07:00:00,255.2,1,237.6,258.8
2010-01-09 08:00:00,264.7,1,237.6,258.8
2010-01-09 09:00:00,123.4,0,237.6,258.8
2010-01-09 10:00:00,126.2,0,237.6,258.8
2010-01-09 11:00:00,258.6,1,237.6,258.8
2010-01-09 12:00:00,124.5,0,237.6,258.8
2010-01-09 13:00:00,125.5,0,237.6,258.8
2010-01-09 14:00:00,129.0,0,237.6,258.8
2010-01-09 15:00:00,133.2,0,237.6,258.8
2010-01-09 16:00:00,190.6,0,237.6,258.8
2010-01-09 17:00:00,201.2,0,237.6,258.8
2010-01-09 18:00:00,228.3,0,237.6,258.8
2010-01-09 19:00:00,244.4,1,237.6,258.8
2010-01-09 20:00:00,248.2,1,237.6,258.8
2010-01-09 21:00:00,134.8,0,237.6,258.8
2010-01-09 22:00:00,248.1,1,237.6,258.8
2010-01-09 23:00:00,116.1,0,237.6,258.8
2010-01-10 00:00:00,236.1,0,237.6,258.8
2010-01-10 01:00:00,230.2,0,237.6,258.8
2010-01-10 02:00:00,228.5,0,237.6,258.8
2010-01-10 03:00:00,229.5,0,237.6,258.8
2010-01-10 04:00:00,233.0,0,237.6,258.8
2010-01-10 05:00:00,238.7,1,237.6,258.8
2010-01-10 06:00:00,247.1,1,237.6,258.8
2010-01-10 07:00:00,258.4,1,237.6,258.8
2010-01-10 08:00:00,269.6,1,237.6,258.8
2010-01-10 09:00:00,273.3,1,237.6,258.8
2010-01-10 10:00:00,262.9,1,237.6,258.8
2010-01-10 11:00:00,241.7,1,237.6,258.8
2010-01-10 12:00:00,222.7,0,237.6,258.8
2010-01-10 13:00:00,212.7,0,237.6,258.8
2010-01-10 14:00:00,204.9,0,237.6,258.8
2010-01-10 15:00:00,197.0,0,237.6,258.8
2010-01-10 16:00:00,195.7,0,237.6,258.8
2010-01-10 17:00:00,207.9,0,237.6,258.8
2010-01-10 18:00:00,236.6,0,237.6,258.8
2010-01-10 19:00:00,254.0,1,237.6,258.8
2010-01-10 20:00:00,260.6,1,237.6,258.8
2010-01-10 21:00:00,264.4,1,237.6,258.8
2010-01-10 22:00:00,260.5,1,237.6,258.8
2010-01-10 23:00:00,251.7,1,237.6,258.8
2010-01-11 00:00:00,100.1,0,237.6,258.8
2010-01-11 01:00:00,242.3,1,237.6,258.8
2010-01-11 02:00:00,89.7,0,237.6,258.8
2010-01-11 03:00:00,90.0,0,237.6,258.8
2010-01-11 04:00:00,253.7,1,237.6,258.8
2010-01-11 05:00:00,97.3,0,237.6,258.8
2010-01-11 06:00:00,111.4,0,237.6,258.8
2010-01-11 07:00:00,135.2,0,237.6,258.8
2010-01-11 08:00:00,141.1,0,237.6,258.8
2010-01-11 09:00:00,134.2,0,237.6,258.8
2010-01-11 10:00:00,128.4,0,237.6,258.8
2010-01-11 11:00:00,218.0,0,237.6,258.8
2010-01-11 12:00:00,198.7,0,237.6,258.8
2010-01-11 13:00:00,112.7,0,237.6,258.8
2010-01-11 14:00:00,172.8,0,237.6,258.8
2010-01-11 15:00:00,166.2,0,237.6,258.8
2010-01-11 16:00:00,166.2,0,237.6,258.8
2010-01-11 17:00:00,114.0,0,237.6,258.8
2010-01-11 18:00:00,121.6,0,237.6,258.8
2010-01-11 19:00:00,231.3,0,237.6,258.8
2010-01-11 20:00:00,233.7,0,237.6,258.8
2010-01-11 21:00:00,148.7,0,237.6,258.8
2010-01-11 22:00:00,221.7,0,237.6,258.8
2010-01-11 23:00:00,133.0,0,237.6,258.8
2010-01-12 00:00:00,191.2,0,237.6,258.8
2010-01-12 01:00:00,182.2,0,237.6,258.8
2010-01-12 02:00:00,110.3,0,237.6,258.8
2010-01-12 03:00:00,178.2,0,237.6,258.8
2010-01-12 04:00:00,179.8,0,237.6,258.8
2010-01-12 05:00:00,122.0,0,237.6,258.8
2010-01-12 06:00:00,137.6,0,237.6,258.8
2010-01-12 07:00:00,162.0,0,237.6,258.8
2010-01-12 08:00:00,226.1,0,237.6,258.8
2010-01-12 09:00:00,214.6,0,237.6,258.8
2010-01-12 10:00:00,144.9,0,237.6,258.8
2010-01-12 11:00:00,198.3,0,237.6,258.8
2010-01-12 12:00:00,191.2,0,237.6,258.8
2010-01-12 13:00:00,122.4,0,237.6,258.8
2010-01-12 14:00:00,118.8,0,237.6,258.8
2010-01-12 15:00:00,175.2,0,237.6,258.8
2010-01-12 16:00:00,183.6,0,237.6,258.8
2010-01-12 17:00:00,196.5,0,237.6,258.8
2010-01-12 18:00:00,220.4,0,237.6,258.8
2010-01-12 19:00:00,237.2,0,237.6,258.8
2010-01-12 20:00:00,242.5,1,237.6,258.8
2010-01-12 21:00:00,160.2,0,237.6,258.8
2010-01-12 22:00:00,238.2,1,237.6,258.8
2010-01-12 23:00:00,140.5,0,237.6,258.8
2010-01-13 00:00:00,218.8,0,237.6,258.8
2010-01-13 01:00:00,215.2,0,237.6,258.8
2010-01-13 02:00:00,215.6,0,237.6,258.8
2010-01-13 03:00:00,218.8,0,237.6,258.8
2010-01-13 04:00:00,223.7,0,237.6,258.8
2010-01-13 05:00:00,115.3,0,237.6,258.8
2010-01-13 06:00:00,250.6,1,237.6,258.8
2010-01-13 07:00:00,277.2,1,237.6,258.8
2010-01-13 08:00:00,276.3,1,237.6,258.8
2010-01-13 09:00:00,141.9,0,237.6,258.8
2010-01-13 10:00:00,226.4,0,237.6,258.8
2010-01-13 11:00:00,203.4,0,237.6,258.8
2010-01-13 12:00:00,129.8,0,237.6,258.8
2010-01-13 13:00:00,167.0,0,237.6,258.8
2010-01-13 14:00:00,157.6,0,237.6,258.8
2010-01-13 15:00:00,121.0,0,237.6,258.8
2010-01-13 16:00:00,124.3,0,237.6,258.8
2010-01-13 17:00:00,160.8,0,237.6,258.8
2010-01-13 18:00:00,195.9,0,237.6,258.8
2010-01-13 19:00:00,152.3,0,237.6,258.8
2010-01-13 20:00:00,231.7,0,237.6,258.8
2010-01-13 21:00:00,235.5,0,237.6,258.8
2010-01-13 22:00:00,139.0,0,237.6,258.8
2010-01-13 23:00:00,123.3,0,237.6,258.8
2010-01-14 00:00:00,109.2,0,237.6,258.8
2010-01-14 01:00:00,206.4,0,237.6,258.8
2010-01-14 02:00:00,205.3,0,237.6,258.8
2010-01-14 03:00:00,206.6,0,237.6,258.8
2010-01-14 04:00:00,210.9,0,237.6,258.8
2010-01-14 05:00:00,218.5,0,237.6,258.8
2010-01-14 06:00:00,236.2,0,237.6,258.8
2010-01-14 07:00:00,262.5,1,237.6,258.8
2010-01-14 08:00:00,261.9,1,237.6,258.8
2010-01-14 09:00:00,234.2,0,237.6,258.8
2010-01-14 10:00:00,122.9,0,237.6,258.8
2010-01-14 11:00:00,122.3,0,237.6,258.8
2010-01-14 12:00:00,163.0,0,237.6,258.8
2010-01-14 13:00:00,146.7,0,237.6,258.8
2010-01-14 14:00:00,138.0,0,237.6,258.8
2010-01-14 15:00:00,121.1,0,237.6,258.8
2010-01-14 16:00:00,132.5,0,237.6,258.8
2010-01-14 17:00:00,146.1,0,237.6,258.8
2010-01-14 18:00:00,138.2,0,237.6,258.8
2010-01-14 19:00:00,150.5,0,237.6,258.8
2010-01-14 20:00:00,152.2,0,237.6,258.8
2010-01-14 21:00:00,207.2,0,237.6,258.8
2010-01-14 22:00:00,202.7,0,237.6,258.8
2010-01-14 23:00:00,192.5,0,237.6,258.8
2010-01-15 00:00:00,183.5,0,237.6,258.8
2010-01-15 01:00:00,179.6,0,237.6,258.8
2010-01-15 02:00:00,101.6,0,237.6,258.8
2010-01-15 03:00:00,187.2,0,237.6,258.8
2010-01-15 04:00:00,193.7,0,237.6,258.8
2010-01-15 05:00:00,202.3,0,237.6,258.8
2010-01-15 06:00:00,218.0,0,237.6,258.8
2010-01-15 07:00:00,241.1,1,237.6,258.8
2010-01-15 08:00:00,147.9,0,237.6,258.8
2010-01-15 09:00:00,217.9,0,237.6,258.8
2010-01-15 10:00:00,191.9,0,237.6,258.8
2010-01-15 11:00:00,126.7,0,237.6,258.8
2010-01-15 12:00:00,149.4,0,237.6,258.8
2010-01-15 13:00:00,133.8,0,237.6,258.8
2010-01-15 14:00:00,124.0,0,237.6,258.8
2010-01-15 15:00:00,107.7,0,237.6,258.8
2010-01-15 16:00:00,116.7,0,237.6,258.8
2010-01-15 17:00:00,120.2,0,237.6,258.8
2010-01-15 18:00:00,141.2,0,237.6,258.8
2010-01-15 19:00:00,135.4,0,237.6,258.8
2010-01-15 20:00:00,168.7,0,237.6,258.8
2010-01-15 21:00:00,146.6,0,237.6,258.8
2010-01-15 22:00:00,175.9,0,237.6,258.8
2010-01-15 23:00:00,140.3,0,237.6,258.8
2010-01-16 00:00:00,169.5,0,237.6,258.8
2010-01-16 01:00:00,125.1,0,237.6,258.8
2010-01-16 02:00:00,165.9,0,237.6,258.8
2010-01-16 03:00:00,120.6,0,237.6,258.8
2010-01-16 04:00:00,121.6,0,237.6,258.8
2010-01-16 05:00:00,124.3,0,237.6,258.8
2010-01-16 06:00:00,185.8,0,237.6,258.8
2010-01-16 07:00:00,195.7,0,237.6,258.8
2010-01-16 08:00:00,204.8,0,237.6,258.8
2010-01-16 09:00:00,210.1,0,237.6,258.8
2010-01-16 10:00:00,198.3,0,237.6,258.8
2010-01-16 11:00:00,154.4,0,237.6,258.8
2010-01-16 12:00:00,152.7,0,237.6,258.8
2010-01-16 13:00:00,136.4,0,237.6,258.8
2010-01-16 14:00:00,127.4,0,237.6,258.8
2010-01-16 15:00:00,122.0,0,237.6,258.8
2010-01-16 16:00:00,122.3,0,237.6,258.8
2010-01-16 17:00:00,134.7,0,237.6,258.8
2010-01-16 18:00:00,141.0,0,237.6,258.8
2010-01-16 19:00:00,156.2,0,237.6,258.8
2010-01-16 20:00:00,164.6,0,237.6,258.8
2010-01-16 21:00:00,164.6,0,237.6,258.8
2010-01-16 22:00:00,153.1,0,237.6,258.8
2010-01-16 23:00:00,156.0,0,237.6,258.8
2010-01-17 00:00:00,137.7,0,237.6,258.8
2010-01-17 01:00:00,141.5,0,237.6,258.8
2010-01-17 02:00:00,137.9,0,237.6,258.8
2010-01-17 03:00:00,123.3,0,237.6,258.8
2010-01-17 04:00:00,145.1,0,237.6,258.8
2010-01-17 05:00:00,150.9,0,237.6,258.8
2010-01-17 06:00:00,159.2,0,237.6,258.8
2010-01-17 07:00:00,170.8,0,237.6,258.8
2010-01-17 08:00:00,185.3,0,237.6,258.8
2010-01-17 09:00:00,154.4,0,237.6,258.8
2010-01-17 10:00:00,174.9,0,237.6,258.8
2010-01-17 11:00:00,155.5,0,237.6,258.8
2010-01-17 12:00:00,129.9,0,237.6,258.8
2010-01-17 13:00:00,121.7,0,237.6,258.8
2010-01-17 14:00:00,116.2,0,237.6,258.8
2010-01-17 15:00:00,111.7,0,237.6,258.8
2010-01-17 16:00:00,109.4,0,237.6,258.8
2010-01-17 17:00:00,135.8,0,237.6,258.8
2010-01-17 18:00:00,120.8,0,237.6,258.8
2010-01-17 19:00:00,169.6,0,237.6,258.8
2010-01-17 20:00:00,123.9,0,237.6,258.8
2010-01-17 21:00:00,121.8,0,237.6,258.8
2010-01-17 22:00:00,169.0,0,237.6,258.8
2010-01-17 23:00:00,161.0,0,237.6,258.8
2010-01-18 00:00:00,103.1,0,237.6,258.8
2010-01-18 01:00:00,148.9,0,237.6,258.8
2010-01-18 02:00:00,96.0,0,237.6,258.8
2010-01-18 03:00:00,97.2,0,237.6,258.8
2010-01-18 04:00:00,100.1,0,237.6,258.8
2010-01-18 05:00:00,105.8,0,237.6,258.8
2010-01-18 06:00:00,180.7,0,237.6,258.8
2010-01-18 07:00:00,201.1,0,237.6,258.8
2010-01-18 08:00:00,194.1,0,237.6,258.8
2010-01-18 09:00:00,173.6,0,237.6,258.8
2010-01-18 10:00:00,154.9,0,237.6,258.8
2010-01-18 11:00:00,139.8,0,237.6,258.8
2010-01-18 12:00:00,137.6,0,237.6,258.8
2010-01-18 13:00:00,120.0,0,237.6,258.8
2010-01-18 14:00:00,116.5,0,237.6,258.8
2010-01-18 15:00:00,114.0,0,237.6,258.8
2010-01-18 16:00:00,114.3,0,237.6,258.8
2010-01-18 17:00:00,122.8,0,237.6,258.8
2010-01-18 18:00:00,145.1,0,237.6,258.8
2010-01-18 19:00:00,159.4,0,237.6,258.8
2010-01-18 20:00:00,159.1,0,237.6,258.8
2010-01-18 21:00:00,160.4,0,237.6,258.8
2010-01-18 22:00:00,152.6,0,237.6,258.8
2010-01-18 23:00:00,141.1,0,237.6,258.8
2010-01-19 00:00:00,129.7,0,237.6,258.8
2010-01-19 01:00:00,123.9,0,237.6,258.8
2010-01-19 02:00:00,139.3,0,237.6,258.8
2010-01-19 03:00:00,126.1,0,237.6,258.8
2010-01-19 04:00:00,130.8,0,237.6,258.8
2010-01-19 05:00:00,150.2,0,237.6,258.8
2010-01-19 06:00:00,155.9,0,237.6,258.8
2010-01-19 07:00:00,178.4,0,237.6,258.8
2010-01-19 08:00:00,172.7,0,237.6,258.8
2010-01-19 09:00:00,152.5,0,237.6,258.8
2010-01-19 10:00:00,136.5,0,237.6,258.8
2010-01-19 11:00:00,127.0,0,237.6,258.8
2010-01-19 12:00:00,126.3,0,237.6,258.8
2010-01-19 13:00:00,117.5,0,237.6,258.8
2010-01-19 14:00:00,110.9,0,237.6,258.8
2010-01-19 15:00:00,109.5,0,237.6,258.8
2010-01-19 16:00:00,105.1,0,237.6,258.8
2010-01-19 17:00:00,108.7,0,237.6,258.8
2010-01-19 18:00:00,137.0,0,237.6,258.8
2010-01-19 19:00:00,149.4,0,237.6,258.8
2010-01-19 20:00:00,146.1,0,237.6,258.8
2010-01-19 21:00:00,150.2,0,237.6,258.8
2010-01-19 22:00:00,143.4,0,237.6,258.8
2010-01-19 23:00:00,133.8,0,237.6,258.8
2010-01-20 00:00:00,126.9,0,237.6,258.8
2010-01-20 01:00:00,119.8,0,237.6,258.8
2010-01-20 02:00:00,117.6,0,237.6,258.8
2010-01-20 03:00:00,118.4,0,237.6,258.8
2010-01-20 04:00:00,122.1,0,237.6,258.8
2010-01-20 05:00:00,130.5,0,237.6,258.8
2010-01-20 06:00:00,146.1,0,237.6,258.8
2010-01-20 07:00:00,168.1,0,237.6,258.8
2010-01-20 08:00:00,171.7,0,237.6,258.8
2010-01-20 09:00:00,161.6,0,237.6,258.8
2010-01-20 10:00:00,148.0,0,237.6,258.8
2010-01-20 11:00:00,134.5,0,237.6,258.8
2010-01-20 12:00:00,124.8,0,237.6,258.8
2010-01-20 13:00:00,116.6,0,237.6,258.8
2010-01-20 14:00:00,112.8,0,237.6,258.8
2010-01-20 15:00:00,112.5,0,237.6,258.8
2010-01-20 16:00:00,117.2,0,237.6,258.8
2010-01-20 17:00:00,128.7,0,237.6,258.8
2010-01-20 18:00:00,149.3,0,237.6,258.8
2010-01-20 19:00:00,166.3,0,237.6,258.8
2010-01-20 20:00:00,169.3,0,237.6,258.8
2010-01-20 21:00:00,170.0,0,237.6,258.8
2010-01-20 22:00:00,166.9,0,237.6,258.8
2010-01-20 23:00:00,157.8,0,237.6,258.8
2010-01-21 00:00:00,95.5,0,237.6,258.8
2010-01-21 01:00:00,142.6,0,237.6,258.8
2010-01-21 02:00:00,141.0,0,237.6,258.8
2010-01-21 03:00:00,141.9,0,237.6,258.8
2010-01-21 04:00:00,144.8,0,237.6,258.8
2010-01-21 05:00:00,83.3,0,237.6,258.8
2010-01-21 06:00:00,91.8,0,237.6,258.8
2010-01-21 07:00:00,189.5,0,237.6,258.8
2010-01-21 08:00:00,191.8,0,237.6,258.8
2010-01-21 09:00:00,184.2,0,237.6,258.8
2010-01-21 10:00:00,180.9,0,237.6,258.8
2010-01-21 11:00:00,176.5,0,237.6,258.8
2010-01-21 12:00:00,107.7,0,237.6,258.8
2010-01-21 13:00:00,104.4,0,237.6,258.8
2010-01-21 14:00:00,164.4,0,237.6,258.8
2010-01-21 15:00:00,103.5,0,237.6,258.8
2010-01-21 16:00:00,172.1,0,237.6,258.8
2010-01-21 17:00:00,182.4,0,237.6,258.8
2010-01-21 18:00:00,145.0,0,237.6,258.8
2010-01-21 19:00:00,200.3,0,237.6,258.8
2010-01-21 20:00:00,166.0,0,237.6,258.8
2010-01-21 21:00:00,190.1,0,237.6,258.8
2010-01-21 22:00:00,178.2,0,237.6,258.8
2010-01-21 23:00:00,159.8,0,237.6,258.8
2010-01-22 00:00:00,148.8,0,237.6,258.8
2010-01-22 01:00:00,148.2,0,237.6,258.8
2010-01-22 02:00:00,133.8,0,237.6,258.8
2010-01-22 03:00:00,153.4,0,237.6,258.8
2010-01-22 04:00:00,158.8,0,237.6,258.8
2010-01-22 05:00:00,136.1,0,237.6,258.8
2010-01-22 06:00:00,186.8,0,237.6,258.8
2010-01-22 07:00:00,213.8,0,237.6,258.8
2010-01-22 08:00:00,172.4,0,237.6,258.8
2010-01-22 09:00:00,167.1,0,237.6,258.8
2010-01-22 10:00:00,171.0,0,237.6,258.8
2010-01-22 11:00:00,165.7,0,237.6,258.8
