,total_load,temperature_F,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos,is_weekend,is_holiday_MA,lag_1h,lag_24h,lag_168h,temperature_lag_24h
2007-01-08 11:00:00,162.2,81.48,0.258819045102521,-0.9659258262890682,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,98.8,122.6,114.2,59.52
2007-01-08 12:00:00,181.1,84.6,1.2246467991473532e-16,-1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,162.2,178.5,127.3,80.72
2007-01-08 13:00:00,99.8,58.16,-0.2588190451025208,-0.9659258262890683,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,181.1,109.8,114.4,61.08
2007-01-08 14:00:00,211.9,87.12,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,99.8,107.7,140.1,60.24
2007-01-08 15:00:00,97.1,57.8,-0.7071067811865471,-0.7071067811865479,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,211.9,217.4,143.8,85.04
2007-01-08 16:00:00,96.1,56.96,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,97.1,106.8,107.1,58.72
2007-01-08 17:00:00,225.9,87.24,-0.9659258262890683,-0.25881904510252063,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,96.1,224.7,152.5,85.32
2007-01-08 18:00:00,222.9,85.88,-1.0,-1.8369701987210297e-16,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,225.9,126.3,153.6,58.64
2007-01-08 19:00:00,218.1,80.76,-0.9659258262890684,0.2588190451025203,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,222.9,130.9,127.8,59.48
2007-01-08 20:00:00,213.1,77.0,-0.8660254037844386,0.5000000000000001,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,218.1,201.1,125.7,74.48
2007-01-08 21:00:00,197.3,74.48,-0.7071067811865477,0.7071067811865474,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,213.1,124.6,153.3,61.88
2007-01-08 22:00:00,145.5,44.76,-0.5000000000000004,0.8660254037844384,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,197.3,169.3,139.4,71.52
2007-01-08 23:00:00,153.7,72.04,-0.25881904510252157,0.9659258262890681,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,145.5,149.5,123.3,70.4
2007-01-09 00:00:00,128.0,41.36,0.0,1.0,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,153.7,88.0,107.1,63.84
2007-01-09 01:00:00,123.0,39.28,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,128.0,115.3,90.6,68.84
2007-01-09 02:00:00,123.1,37.44,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,123.0,107.3,89.8,68.24
2007-01-09 03:00:00,126.1,36.08,0.7071067811865475,0.7071067811865476,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,123.1,71.6,91.9,64.32
2007-01-09 04:00:00,132.0,34.72,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,126.1,71.3,96.2,64.32
2007-01-09 05:00:00,105.8,67.96,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,132.0,73.8,104.2,63.76
2007-01-09 06:00:00,113.8,67.12,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,105.8,82.7,120.2,63.12
2007-01-09 07:00:00,129.8,66.84,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,113.8,103.7,145.6,62.48
2007-01-09 08:00:00,131.6,68.16,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,129.8,126.3,153.1,67.04
2007-01-09 09:00:00,137.5,72.76,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,131.6,98.8,121.9,59.28
2007-01-09 10:00:00,150.5,43.68,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,137.5,98.8,133.5,58.32
2007-01-09 11:00:00,165.2,82.6,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,150.5,162.2,125.0,81.48
2007-01-09 12:00:00,182.1,86.36,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,165.2,181.1,142.1,84.6
2007-01-09 13:00:00,117.8,51.48,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,182.1,99.8,149.7,58.16
2007-01-09 14:00:00,112.7,51.96,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,117.8,211.9,106.8,87.12
2007-01-09 15:00:00,225.1,89.44,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,112.7,97.1,102.8,57.8
2007-01-09 16:00:00,116.9,49.28,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,225.1,96.1,102.1,56.96
2007-01-09 17:00:00,134.3,48.08,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,116.9,225.9,176.0,87.24
2007-01-09 18:00:00,160.1,45.72,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,134.3,222.9,174.6,85.88
2007-01-09 19:00:00,222.9,80.68,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,160.1,218.1,172.6,80.76
2007-01-09 20:00:00,218.0,77.56,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,222.9,213.1,168.2,77.0
2007-01-09 21:00:00,177.9,41.68,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,218.0,197.3,166.4,74.48
2007-01-09 22:00:00,182.0,75.28,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,177.9,145.5,152.0,44.76
2007-01-09 23:00:00,162.9,40.0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,182.0,153.7,133.9,72.04
2007-01-10 00:00:00,151.7,38.44,0.0,1.0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,162.9,128.0,116.0,41.36
2007-01-10 01:00:00,146.1,37.64,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,151.7,123.0,103.5,39.28
2007-01-10 02:00:00,145.9,36.84,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,146.1,123.1,97.6,37.44
2007-01-10 03:00:00,148.5,35.6,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,145.9,126.1,94.2,36.08
2007-01-10 04:00:00,152.7,34.84,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,148.5,132.0,93.0,34.72
2007-01-10 05:00:00,161.3,33.92,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,152.7,105.8,157.8,67.96
2007-01-10 06:00:00,178.2,33.08,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,161.3,113.8,103.1,67.12
2007-01-10 07:00:00,206.0,32.56,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,178.2,129.8,122.7,66.84
2007-01-10 08:00:00,204.7,32.6,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,206.0,131.6,128.5,68.16
2007-01-10 09:00:00,182.7,35.24,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,204.7,137.5,176.2,72.76
2007-01-10 10:00:00,169.1,38.08,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,182.7,150.5,150.6,43.68
2007-01-10 11:00:00,159.9,40.24,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,169.1,165.2,130.3,82.6
2007-01-10 12:00:00,151.4,41.88,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,159.9,182.1,156.4,86.36
2007-01-10 13:00:00,143.1,43.04,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,151.4,117.8,107.1,51.48
2007-01-10 14:00:00,136.8,44.2,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,143.1,112.7,101.1,51.96
2007-01-10 15:00:00,132.4,44.72,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,136.8,225.1,96.1,89.44
2007-01-10 16:00:00,134.0,44.32,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,132.4,116.9,94.7,49.28
2007-01-10 17:00:00,148.3,42.84,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,134.0,134.3,203.7,48.08
2007-01-10 18:00:00,179.8,39.04,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,148.3,160.1,127.1,45.72
2007-01-10 19:00:00,201.4,36.48,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,179.8,222.9,201.0,80.68
2007-01-10 20:00:00,206.4,33.12,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,201.4,218.0,201.0,77.56
2007-01-10 21:00:00,208.3,31.8,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,206.4,177.9,191.6,41.68
2007-01-10 22:00:00,203.7,30.68,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,208.3,182.0,173.4,75.28
2007-01-10 23:00:00,191.6,29.76,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,203.7,162.9,152.9,40.0
2007-01-11 00:00:00,97.2,56.48,0.0,1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,191.6,151.7,121.2,38.44
2007-01-11 01:00:00,89.0,55.64,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,97.2,146.1,116.8,37.64
2007-01-11 02:00:00,86.2,54.84,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,89.0,145.9,108.5,36.84
2007-01-11 03:00:00,86.2,54.2,0.7071067811865475,0.7071067811865476,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,86.2,148.5,103.1,35.6
2007-01-11 04:00:00,87.5,54.12,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,86.2,152.7,100.7,34.84
2007-01-11 05:00:00,91.6,53.76,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,87.5,161.3,112.9,33.92
2007-01-11 06:00:00,103.5,53.96,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,91.6,178.2,124.0,33.08
2007-01-11 07:00:00,226.4,27.28,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,103.5,206.0,146.0,32.56
2007-01-11 08:00:00,129.9,54.32,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,226.4,204.7,142.2,32.6
2007-01-11 09:00:00,199.3,33.72,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,129.9,182.7,135.6,35.24
2007-01-11 10:00:00,113.6,62.8,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,199.3,169.1,143.7,38.08
2007-01-11 11:00:00,153.0,43.48,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,113.6,159.9,155.5,40.24
2007-01-11 12:00:00,137.6,45.8,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,153.0,151.4,100.0,41.88
2007-01-11 13:00:00,111.3,73.52,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,137.6,143.1,95.5,43.04
2007-01-11 14:00:00,117.7,49.04,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,111.3,136.8,190.4,44.2
2007-01-11 15:00:00,113.3,74.68,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,117.7,132.4,90.4,44.72
2007-01-11 16:00:00,113.5,49.24,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,113.3,134.0,90.5,44.32
2007-01-11 17:00:00,127.7,46.6,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,113.5,148.3,205.5,42.84
2007-01-11 18:00:00,158.9,42.72,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,127.7,179.8,114.3,39.04
2007-01-11 19:00:00,179.3,40.8,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,158.9,201.4,126.6,36.48
2007-01-11 20:00:00,185.0,40.12,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,179.3,206.4,195.1,33.12
2007-01-11 21:00:00,132.3,61.52,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,185.0,208.3,126.5,31.8
2007-01-11 22:00:00,180.8,39.0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,132.3,203.7,119.1,30.68
2007-01-11 23:00:00,112.2,60.6,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,180.8,191.6,149.6,29.76
2007-01-12 00:00:00,98.9,59.72,0.0,1.0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,112.2,97.2,130.9,56.48
2007-01-12 01:00:00,87.4,58.2,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,98.9,89.0,116.2,55.64
2007-01-12 02:00:00,148.5,39.48,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,87.4,86.2,108.9,54.84
2007-01-12 03:00:00,146.3,39.44,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,148.5,86.2,105.0,54.2
2007-01-12 04:00:00,146.0,39.8,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,146.3,87.5,103.5,54.12
2007-01-12 05:00:00,149.4,40.4,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,146.0,91.6,105.1,53.76
2007-01-12 06:00:00,161.8,40.32,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,149.4,103.5,113.9,53.96
2007-01-12 07:00:00,184.5,40.88,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,161.8,226.4,132.8,27.28
2007-01-12 08:00:00,180.2,42.04,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,184.5,129.9,141.8,54.32
2007-01-12 09:00:00,125.4,53.48,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,180.2,199.3,142.5,33.72
2007-01-12 10:00:00,142.2,52.0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,125.4,113.6,149.1,62.8
2007-01-12 11:00:00,118.5,57.96,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,142.2,153.0,156.0,43.48
2007-01-12 12:00:00,113.5,57.84,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,118.5,137.6,162.4,45.8
2007-01-12 13:00:00,109.8,60.88,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,113.5,111.3,170.6,73.52
2007-01-12 14:00:00,107.7,61.44,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,109.8,117.7,176.2,49.04
2007-01-12 15:00:00,107.0,62.08,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,107.7,113.3,180.1,74.68
2007-01-12 16:00:00,108.9,61.8,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,107.0,113.5,89.8,49.24
2007-01-12 17:00:00,95.9,60.24,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,108.9,127.7,94.9,46.6
2007-01-12 18:00:00,113.7,56.96,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,95.9,158.9,177.5,42.72
2007-01-12 19:00:00,126.8,54.8,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,113.7,179.3,116.7,40.8
2007-01-12 20:00:00,125.6,53.48,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,126.8,185.0,114.4,40.12
2007-01-12 21:00:00,123.1,52.84,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,125.6,132.3,169.4,61.52
2007-01-12 22:00:00,119.7,51.48,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,123.1,180.8,106.2,39.0
2007-01-12 23:00:00,128.1,51.72,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,119.7,112.2,146.1,60.6
2007-01-13 00:00:00,106.1,49.72,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,0,128.1,98.9,89.9,59.72
2007-01-13 01:00:00,99.5,49.64,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,0,106.1,87.4,118.8,58.2
2007-01-13 02:00:00,96.5,49.64,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,0,99.5,148.5,111.6,39.48
2007-01-13 03:00:00,95.1,49.68,0.7071067811865475,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,0,96.5,146.3,106.4,39.44
2007-01-13 04:00:00,95.8,49.12,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,0,95.1,146.0,71.4,39.8
2007-01-13 05:00:00,99.0,48.68,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,0,95.8,149.4,102.9,40.4
2007-01-13 06:00:00,105.7,46.6,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,0,99.0,161.8,106.1,40.32
2007-01-13 07:00:00,112.5,45.68,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,0,105.7,184.5,111.1,40.88
2007-01-13 08:00:00,119.7,50.08,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,0,112.5,180.2,121.4,42.04
2007-01-13 09:00:00,136.5,47.36,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,0,119.7,125.4,135.3,53.48
2007-01-13 10:00:00,126.3,58.8,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,0,136.5,142.2,104.9,52.0
2007-01-13 11:00:00,119.0,63.0,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,0,126.3,118.5,106.9,57.96
2007-01-13 12:00:00,110.5,65.68,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,0,119.0,113.5,105.3,57.84
2007-01-13 13:00:00,105.1,67.44,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,0,110.5,109.8,169.8,60.88
2007-01-13 14:00:00,100.5,68.16,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,0,105.1,107.7,99.7,61.44
2007-01-13 15:00:00,108.1,64.0,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,0,100.5,107.0,97.7,62.08
2007-01-13 16:00:00,94.7,67.84,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,0,108.1,108.9,198.4,61.8
2007-01-13 17:00:00,108.5,64.04,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,0,94.7,95.9,201.5,60.24
2007-01-13 18:00:00,111.0,61.04,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,0,108.5,113.7,110.3,56.96
2007-01-13 19:00:00,123.0,54.64,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,0,111.0,126.8,116.9,54.8
2007-01-13 20:00:00,118.4,57.8,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,0,123.0,125.6,185.7,53.48
2007-01-13 21:00:00,116.5,57.32,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,0,118.4,123.1,176.8,52.84
2007-01-13 22:00:00,133.3,46.88,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,0,116.5,119.7,106.9,51.48
2007-01-13 23:00:00,130.3,45.84,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,0,133.3,128.1,146.8,51.72
2007-01-14 00:00:00,123.8,45.36,0.0,1.0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,130.3,106.1,130.8,49.72
2007-01-14 01:00:00,117.6,44.64,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,123.8,99.5,85.2,49.64
